Author,Comment,Like Count,Published At
@nandezification,"I don’t what parent company of the parent company OWNS the Wicked “franchise”, but you guys should NOT be watching and funding the movie and then saying you watched the movie, because then your viewers WILL go watch the movie. You guys forget, we’re at War, and if we want to win this cultural war where they destroy OUR past, we must NOT go see movies like Wicked or ANY movie that either copies, mocks or bites off of an original IP like The Wizard of Oz, or Star Wars, or any other IP that’s been destroyed and buried……like Wicked is currently burying the original, The Wizard of Oz.",0,2024-11-25T14:22:07Z
@christopherdobinson710,In the Jaguar commercial the “dude” in the dress with the sledgehammer looks like Ryan 😂,0,2024-11-25T14:07:32Z
@edwinvasquez2509,What does Chrissie Mayr bring into the table (stream)? she barely talks and get into the conversation of the topic. You can find a better person to bring in.,0,2024-11-25T14:04:40Z
@Baki89Mr,"I usually only watch porn, but you guys convinced me to give actual movies a try.",0,2024-11-25T13:57:27Z
@76dhb76,"I have never like wizard of oz, ill only watch wicked if they scissor",0,2024-11-25T13:31:16Z
@SpatialSpandex,I miss the outcome 😞,0,2024-11-25T12:39:57Z
@SuperEnforcer88,Macrinus was white. No doubt about that!,0,2024-11-25T12:15:28Z
@blakesimmons5130,"It&#39;s hilarious to me hearing the panel talk about Gladiator 1 like it was a masterpiece and G2 has besmirched it&#39;s name. If we take nostalgia away, G1 is actually terribly made. Lots of potential, lots of awesome iconic scenes, but 3 hours is absuuuurd. They had nothing interesting to say for 2/3 of the film. I get why it means so much to everyone, it was the genesis of our love for Roman/ancient fantasy, but that doesn&#39;t automatically qualify it for &quot;best film of all time&quot; as someone stated. It&#39;s actually pretty boring in hindsight.",0,2024-11-25T11:04:30Z
@thebrowneyesofmandalore,"There’s a pilot episode that out, of a comedy called ‘The Promised Land’. It’s like a biblical version of the Office. It was pretty hilarious. Especially if you get the biblical references.",0,2024-11-25T09:12:17Z
@Didymus20X6,"METATRON!  If I&#39;d known he was on, I would have tuned in for the live show.",0,2024-11-25T09:09:53Z
@WieldingEminator,THE METATRON HAS SPREAD HIS WINGS ON FRIDAY NIGHT!,0,2024-11-25T09:01:14Z
@albanfisher6857,suprised 5-head didnt make the cut for ryans national anthem,0,2024-11-25T05:28:22Z
@mikedoom7650,"I didn&#39;t even like the original Gladiator that much its so bland and sterile in comparison with the 2 seasons of ROME.<br>If I want the ROMAN experience on my TV, I&#39;ll rewatch the 2 seasons of ROME, or ICLAUDIUS.",0,2024-11-25T05:09:57Z
@Cake...,First Gladiator movie was garbage anyway. So nothing remiss for any sequel.,0,2024-11-25T01:51:46Z
@Ric_1-t9e,"I’m an Australian who had to comply with new gun legislation, and it’s absolutely ridiculous. We have antique rifles that we don’t even fire beyond special occasions, and we are going to have to pick and choose which of these rifles, that have been in our family for three generations, have to get leaded. Because we’re no longer allowed to keep them functional.",0,2024-11-25T01:07:52Z
@vocalysemusicworks,Sheesh. Ads going nuts on FNT.,0,2024-11-25T01:02:11Z
@wareing125,Is there anyway for you to decrease the amount of ads on these videos? It’s almost unwatchable just because there’s an ad every 3 mins :(,0,2024-11-25T00:38:02Z
@CL053DC45K37,I&#39;m so pissed I missed this one.  Metatron is phucking awesome love his channel and I&#39;m so glad he got invited to this live stream.,0,2024-11-24T23:42:33Z
@ifstatementifstatement2704,"Come on Gary, don&#39;t unsult Jesus like this. It&#39;s repulsing as a Christian to hear this.",0,2024-11-24T23:39:58Z
@GUISNIP,"Recently rematches Gladiator and I do not think Lucious was even hinted to as being Maximus’ son. I read it as Maximus mourning his own son, who was the same age as Lucious, and not wanting another parent, a woman he clearly cares about, to suffer the same loss. Making Lucious his son in this sequel further erodes the legacy of the first movie and the main character.",0,2024-11-24T23:04:58Z
@GloriousDutchPancakes,If you think about it the talking animals actually does fit with the nature of the robin hood tale. Alot of medieval satirical works used antropomorphic animals.,0,2024-11-24T22:39:01Z
@choochypoo,Overtalking each other for 3hrs,0,2024-11-24T22:07:32Z
@Dave-ks9fi,"The chant music sniper&#39;s dream song is great, but the original channel needs the credit rather than Chan.",0,2024-11-24T21:59:41Z
@LN-Lifer,The fall off in lefty media ratings has NOTHING to do people upset they were lied to<br>Their audience is in on the lie<br>They just stopped watching because they are depressed,0,2024-11-24T21:47:10Z
@LN-Lifer,CK season 6 1st half was the worse CK yet but I was hoping it was just a setup for a great 2nd half of the season<br><br>And I was so happy to see that was correct,0,2024-11-24T21:27:33Z
@Ajxskyline,Lmao wicked made for women . Ofcourse all the women are going crazy. Too bad gladiator  is crap . Wish it was good to compete .,0,2024-11-24T21:08:29Z
@CommanderBossk,Bookmark ✅,0,2024-11-24T20:54:25Z
@silverscorpio24,"This attitude of &quot;I don&#39;t want to see it because it&#39;s a cartoon&quot; needs to change. <br><br>And as for these &quot;live-action&quot; remakes, make them stop. Period. They&#39;re over 50% CGI anyway and whether you remake the animated counterpart shot-for-shot or take it in a &quot;new direction&quot; you are still banking on the original audience to pay for something they&#39;ve seen before.<br><br><br>Also, the second HTTYD was mid and the third sucked. Sorry Ryan.",0,2024-11-24T20:39:36Z
@louisblackforester,OTOY OTOY OTOY OTOY,0,2024-11-24T20:15:46Z
@jaristein,Sorry but Shad is unwatchable... Have to watch none live since az left you can&#39;t shut that rerre up..,0,2024-11-24T20:09:34Z
@jaritime1406,Shad is over annoying .. Oden &amp; Comics havnt said 2 words in 6 months,0,2024-11-24T20:07:33Z
@garysmith9823,Make something new.,0,2024-11-24T19:43:26Z
@iamnotyu5548,"<a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=10297"">2:51:37</a> what if we atart hitting it with some serious ordinance? <br>pretty sure wizarding world is easily defeated",0,2024-11-24T18:55:35Z
@sabsinoname,"Correct me if im wrong, but i think Most people who dont have Kids dont even know „how to Train your dragon „ i know it from my Kids… 🤗 and i liked it 🤣 but i am on shads side i would also love it with Game of Thrones Dragons and more serious for adults 🤷🏻‍♀️",0,2024-11-24T18:40:56Z
@MJeeEm-fg8md,The historical nerd energy is good. Replicate the sauce.,0,2024-11-24T18:33:40Z
@theneongentleman,"<a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=10263"">2:51:03</a> Seeing as Darth Zannah was established as being a very powerful Sith Sorcery user but still had to use a double bladed lightsaber in defensive form to protect herself from another skilled lightsaber user, I&#39;d say there&#39;s an argument to be made that a lightsaber would slice through a &quot;magical&quot; barrier. Otherwise Zannah could have just thrown her magical shields up.",0,2024-11-24T18:19:04Z
@ChristopherSteyn,Freedom of speech as long as you don&#39;t criticise the British?<br><br>You guys are worse than the woke mob.,0,2024-11-24T17:14:29Z
@ustasavasci,"So Drinker showed up because Nerdrotic was scrapping bottom of the barrel, Must be a viski barrel if Drinker was there.",0,2024-11-24T17:02:33Z
@ChristopherSteyn,"You know, I would subscribe, except the Brits just won&#39;t shut it. <br><br>Thank goodness Elon is going to do something about it. Where is that idiot Nigel Farage now? We need silence from the war mongering Brits. That said, great show Gary, pity about the loudmouth Brits, would Derek Andersen - The DA not be a better replacement, then let the loudmouth Brits go comment over Shakespeare, or their crap football, or cricket.",0,2024-11-24T16:51:54Z
@sabsinoname,Updated Harry potter 🤔 will the students have knifes 🤷🏻‍♀️,0,2024-11-24T16:27:58Z
@EmpireFanatic,"Syphillis didnt come to Europe until 1492, one of the few diseases brought over from the Americas.",0,2024-11-24T15:35:18Z
@alemander_01,Amazing guests! Metatron and Drinker! Love it!,0,2024-11-24T15:22:55Z
@joshuadaniels4034,I watched this solely for Metatron,0,2024-11-24T14:24:18Z
@TheREALSimagination,"Saying DnD was bad in the 70s because it was invented by a white guy is like saying the African slave trade is good because it&#39;s run by black people.<br><br>Leather-bound books sounds wonderful, but I bet it would cost a pretty penny.<br><br><br>Need to call out Dinklage in Thor: Ragnarok as well, because he&#39;s not a giant.<br><br>No, covering your mouth when laughing is absolutely a woman thing, not that all of them do it, though. I know ONE guy who may still do it. He was 5ft and is the youngest to 3 sisters.",0,2024-11-24T13:19:52Z
@LivingGhost1,"I&#39;m so sick of these legacy sequels that completely undercut the previous installments. Maximus dying was tragic but it was bittersweet because at least he took out Commodus, got to be reunited with his wife and son again in the afterlife and ensured safety for Lucius, Lucilla as well as an era of peace for Rome. The image of the gladiators and praetorian guard united carrying Maximus&#39; body out of the arena while Commodus is left alone dead on the ground was powerful. The sequel just makes a lot of what Maximus fought and died for pointless because Rome is in an even worst state. <br><br>Plus look at the cast you had in the original. Russell Crowe, Joaquin Phoenix, Richard Harris, Oliver Reed...4 phenomenal actors. Now look at whose in the sequel! Flavour of the month Pedro Pascal, Denzel who is past his prime and not even trying and a bunch of others who are either underused or written so poorly that they can&#39;t show off there talent.",0,2024-11-24T13:16:25Z
@Artoriassif1897,"Woke hollywood supprted Kamala, and with Trump the expectation where very low, but holy …. The nominats are celebrities. Matts only experience with law is being charged xD its like americas got talent jury. <br>Honestly musk in this doge? 56% of expenses are fixed. Even by fairing 50% of administration they will get about 4% reduction. Only way to find some cuts are to put Gabard and other celebrieties to destroy resorts like health, education and retirement. Biden was a nightmare, but this is not even funny. <br>Nerdotic and Critacal Drikers have better papers to be in the government than those morons<br>And the worst part is that Trump will continue in 95% Bidens politic, as Joe did with Trumps= no real change.<br>Hopefully Donald will at least match his deportation numbers from previous years, maybe even be able to manage with Joe, but its going to be hard to do so.",0,2024-11-24T12:51:08Z
@NezD,"All of the American presidents, except for I think four, are descendants of King George III. American politics isn’t what you think it is, or any of us for that matter.",0,2024-11-24T11:41:54Z
@CHAOSANDCLOUDS,Metatron  and Drinker oh shit,0,2024-11-24T11:05:33Z
@matalostodos,"No roman emperor could have been “black” because there was zero contact between bantu tribes and europe. There were millions of hamitic and samitic peoples for thousands of miles separating europe from “black” people at that time. Please do not guess, do not speculate. North africans were in rome, moroccans, libyans, pre-contact with bantu egyptians, and they had their own appearance that was not even remotely similar to black people. I will finish off by citing the carthaginian explorer Hanno, a contemporary of the romans who first sailed round the lefthand side of africa and met Bantus. He thought they were man eating monkeys, that the jungles and man eating monkeys in bantu africa made all further exploration of sub saharan african coast a waste of time and too dangerous. No one sailed that way until vasco da gama 1700 (one thousand seven hundred) years later. They only started exploring because the muslims cut off the spice trade to india and were murdering christian visitors to the Holy land, and the jews in ukraine cut off the spice trade in the north also (khazar khaganate).<br>Do not speculate! Records and facts exist!",0,2024-11-24T08:23:57Z
@Praefectus95,Maximus: My son was innocent. <br>Lucilla: So is mine.<br><br><br>This scene kinda weird now after seeing the sequel,0,2024-11-24T07:59:15Z
@adamw116,"Moana, Wicked how long is it gonna be till we have a quality, well, made movie for adults or older teens at least like Oppenheimer become a box office hit again? God knows if we&#39;ll ever see something like the original Gladiator again in terms of mature entertainment.",0,2024-11-24T05:15:54Z
@user-tc5bn8yo7f,Gladiator 2 was pointless and dragged,0,2024-11-24T05:06:14Z
@GeryonM,"<a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=10004"">2:46:44</a> luke or harry. it really is no contest and you all are in the wrong.  it would depend on where they meet.  if Luke were to come to earth for the battle Luke would defiantly lose. earth and it&#39;s inhabitants lack midichlorians, which we all know thanks to the Vong invasion makes Jedi rather useless. if harry were to travel to meet Luke anywhere in his galaxy, then there is a chance luke could win.  there will be no force pushing Harry, no chocking, no lightning, nothing force related will effect harry. in that galaxy far far away Luke could use stuff around him to fight but in the end Harry would still win.  conversely Luke has no defense against magic.",0,2024-11-24T04:23:50Z
@BozBundalo,Gladiator was a movie that never needed a sequel. It was a classic and incredible movie on it&#39;s own. The fact that these people have to destroy everything is disgusting.,0,2024-11-24T03:04:49Z
@storminmormon,The real question is can Harry Potter defeat Harry Dresden?,0,2024-11-24T02:02:41Z
@BrashFink,GUNNNNNNNNDAAAAMMM!!!,0,2024-11-24T01:43:42Z
@nathanielabbate8747,Stavvy just made a comedy movie &quot;we made a cult&quot;.....things are starting to come back 😊,0,2024-11-24T01:41:02Z
@blakemcelrath54,Soundcore Space A40 is the best earbuds ever made 🤘,0,2024-11-24T01:36:50Z
@Tru3_Detective,METATRON holy shit I <b>LOVE</b> his stuff!,0,2024-11-24T01:36:44Z
@MrDude762,Snow white needs to make 1bn to break even.,0,2024-11-24T01:32:59Z
@6969-t5h,I wonder if wicked show will be south park on musicals hope someone like randy wrote it,0,2024-11-24T01:24:28Z
@generaIsod,"It&#39;s clear that Disparu is either too young or ignorant to be the authority on the racial make-up of the UK in the 90s. It was very mixed. I&#39;m from a small town so I know. Also, white people didn&#39;t leave London in droves because it&#39;s too expensive, it was because they bought their council homes on a huge discount and retired to the very south of England mostly.",0,2024-11-24T01:04:41Z
@thuglifebear5256,"Shad is right, HTTYD 1 is basically a masterpiece. They basically cut all the unnecessary dialogue and used oscar level music to tell the whole movie.",0,2024-11-24T01:03:34Z
@UrbanMediaReview,Idc what anyone says lol I enjoyed Black Widow,0,2024-11-24T00:27:41Z
@Scientist_Salarian,"Unpopular opinion: Meh. <br><br>Star Trek is deeply, deeply personal to me, so I really wanted to like Unification. I heard a lot about this project, and was excited to find some quiet time to watch it. Everyone said it was the proper ending Kirk deserved. I was underwhelmed. It didn’t come off as impactful to me, or bring any previously absent meaning to Kirk’s death. <br><br>This is the only time I can remember when Critical Drinker completely missed the mark, IMO. If you want a proper, meaningful continuation and end to Kirk’s story, read The Return series by Shatner and Judith &amp; Garfield Reeves-Stevens.",0,2024-11-24T00:17:31Z
@Robert-vb9gh,What do I call a transmission at work 😂,0,2024-11-24T00:04:29Z
@Robert-vb9gh,I love it when awesome YouTubers come together.,0,2024-11-23T23:56:14Z
@glitterkitty1979,I&#39;m a huge Metatron fan! He&#39;s a great addition to this episode ❤,0,2024-11-23T22:40:16Z
@blakestonetablets3467,That’s cool that y’all got Metatron on. I was introduced to his channel when that stupid Pinkie-Smith Cleopatra documentary came out. He’s got some great historical content.,0,2024-11-23T21:43:28Z
@ob8599,1/ &quot;Harry Potter could turn Luke Skywalker into a rat&quot;; so now it&#39; Harry vs 2000s Mark Hamill?<br><br>2/ A video game that&#39;s written around the specific mechanics of the game: how about LucasArts&#39; &quot;Loom&quot;?,0,2024-11-23T21:22:04Z
@elvisibra,"I don&#39;t know what the F Samba measures, how many TV sets tunned in for streaming, without knowing how long each stayed tunned in like measuring old fashion cable, while streaming can be measured by min per runtime actually watched, what shows views per ep too, and Nielsen does that, and Penguin 4,5,6 eps in just can&#39;t collect enough min per runtime, meaning low/close to average views per ep, to enter any of Nielsen top 10 lists, other than maybe Original, where it would appear once or twice on 9th or 10th place if show wasn&#39;t HBO original streaming on Max. <br>So who runs this Samba, that seems like a DIY Amateur Outfit, and why do they measure stream like cable? Can&#39;t they measure mins per runtime? What the hell is going on?",0,2024-11-23T21:15:55Z
@frederickdelius1106,Did the Nerd fella always have that tattoo on his hand or is that his knew trende tattoo? He is in San Antonio,0,2024-11-23T20:54:52Z
@dubbyx8490,All hail the Metatron!,0,2024-11-23T20:49:58Z
@snyderson1828,Getting Metatron in is fan-Fing-tactic! Love him! When I saw the thumbnail I couldn’t believe my eyes! 😅,0,2024-11-23T20:47:27Z
@michaelstanwick9690,I share the misgivings on Rowlings involvement. Character switching and race swapping will appear I fear.,0,2024-11-23T20:40:05Z
@darrenpellichino2923,Doesn&#39;t everyone realize it by now?  Woke is an evil side of humanity.  The good side loves everyone no matter how rich or how poor or no matter what color of skin thy have.  They can&#39;t get past the rich part before they fuck up.,0,2024-11-23T20:38:04Z
@AstarionGrle000,Woke mega hit Wicked crushes woke hit Gladiator II 🫵😂,0,2024-11-23T20:24:25Z
@tentoesdownchristianity,I also would recommend the Outlaw King,0,2024-11-23T20:17:13Z
@gabrielhedin1697,"Ryan is a fucking animal, I love it.",0,2024-11-23T20:04:32Z
@thechronicnoizeco.6675,It’s a class war. I hope you guys start pointing that out.,0,2024-11-23T19:59:07Z
@patricklioneljonson2747,Metatron!?!? nice,0,2024-11-23T19:26:31Z
@justinrgray4979,The Ryan k forehead song will forever be engrained in my head 😅,0,2024-11-23T19:14:06Z
@Greg87601,Fun FNT as always!!,0,2024-11-23T19:09:08Z
@Soma_key,Mistborn is an incredible trilogy!,0,2024-11-23T19:06:59Z
@Rolilasx,"<a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=3315"">55:15</a>",0,2024-11-23T19:05:22Z
@iamnotyu5548,"just dont know why they called it gladiator 2. first gladiator seemed like a complete story with no room to move on for the title character...sinv ehes dead, why not jusy make a seperate movie. calling it gladiator, i think, detracts from it",0,2024-11-23T19:01:21Z
@TheShortVers,"Hmmm...I like you Gary, but Criticless is just another flashy ad site sellinn t-shirts...looks cool,but common!",0,2024-11-23T19:00:48Z
@NormanReaddis,Emo Ryan looks hot and I&#39;m not ghey,0,2024-11-23T18:51:01Z
@redemptor6666,What the fuck is with ads every 5 fucking minutes?!?,0,2024-11-23T18:48:10Z
@Maedelrosen,123,0,2024-11-23T18:36:13Z
@benwest3223,"Dammit Shane, now I want a pissbeer.",0,2024-11-23T18:30:41Z
@andypaul3788,Anyone know where to check out that wizardbane RPG? Its a shame Gary didn&#39;t end up mentioning where to look for it,0,2024-11-23T18:20:53Z
@relshdan191,great ep.,0,2024-11-23T18:19:53Z
@Johnboy6346,"Seriously...why is Chrissie still here...she&#39;s absolutely terrible...asks the dumbest questions, makes the weakest jokes and when Gary listed SNL comedians you could see her face just hoping he&#39;d throw her a bone and mention her too, which he did. She contributes absolutely nothing to the show",0,2024-11-23T18:15:19Z
@Maedelrosen,"Caracalla lmfao, his bust is the look of a russian bruiser so of course they make him an eboy in the fillm",0,2024-11-23T18:14:32Z
@toniright4932,"When I see Metatron and Critical Drinker together, it&#39;s a huge event for me. Offcorse Nerdrotic, your videos and way of thinking are awesome.",0,2024-11-23T17:48:22Z
@vincentweber1359,Metatron was a great addition. Great guy.,0,2024-11-23T17:18:40Z
@sparkletoo2,Any chance you guys are gonna address the WOKE mess that has taken over the role playing game Dungeons &amp; Dragons?<br><br>Even Elon had gotten involved...,0,2024-11-23T16:59:26Z
@David-qs2dk,"Bwl b 1bs   😅😂w🙃😂 <a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=6913"">1:55:13</a> 😂😂😂😅😂😊😂🙃🙃😂😂🙃🤐🙃🙃🤐🤑😝🤨😅🙃🙃🤣🙄🙄🥰🤐😘😒😒😒🫢🙄😘😂😒😂😘😂🤣😘😘😘😘🫡🙄😘🤐🙄🤣🙄😘🤐😘😘🙄😘🙄😂🤐🫡🙄🥰😒😂🫡🤐🙃😅😘😒🫡😂😂😘🙄🙄🙄🙄😒🙄🙄😘😋🙄😔🫡😅😔",0,2024-11-23T16:42:09Z
@David-qs2dk,Wavqo o l😅,0,2024-11-23T16:41:04Z
@NCCoder,can&#39;t wait for the live action remake of Frtitz the Cat!,0,2024-11-23T16:36:55Z
@SachinJames89,"I started reading Harry Potter almost 25 years ago, when I was in grade 4 or 5! 3 books were already written, 4th was going to be launched soon and then the 1st movie came out! It was such a big part of my childhood and millions of others!! Did these tourists really think they can erase it out of existence... 😂😂😂",0,2024-11-23T16:31:27Z
@cdmarshall7448,In the Harry Potter world the most powerful ancient magic was forbidden. I think that would wipe out a gun slinger or an army.,0,2024-11-23T16:21:50Z
@barryseebo3535,Another week FNT is made better by Jeremy&#39;s absence.,0,2024-11-23T15:57:37Z
@eightyoneskillz,"Hey Metatron is such an amazingly good addition to the show ... and yess Ridley Scott is an amazing director, kind of ,, hit and miss &quot; but when he has a hit ... he&#39;s hit movies are awesome BUT the way he ,, treats &quot; history in his movies is awful ... you can make good, entertaining movies and still being historical accurate like Eggers !!!",0,2024-11-23T15:56:57Z
@whitworth5s248,"On JK Rowling, they make a good point that on the left they will eat their own if anyone steps out of line on even one thing. Meanwhile on the right we have to keep reminding people to have a realistic view of Rowling. People are so happy that someone agrees with them publicly that they support them enthusiastically. And you have to keep reminding everyone that Rowling is kinda insane about everything else culturally and politically. <br><br>And the comment Shad made on Mother Theresa, it&#39;s pretty common knowledge that the left fucking HATE Mother Theresa because of some slanderous article a bitter atheist wrote against her claiming that Catholics worship the concept of suffering so she tortured the poor people as they died or something. It&#39;s batshit insane and they eat it up.",0,2024-11-23T15:48:00Z
@adhdadhdadhd,"i was at the farmer protest. Clarkson is a genuine guy. We had ReformUK, Lib Dems &amp; Tories all at the same protest against Labour. I think that speaks for itself",0,2024-11-23T15:41:27Z
@andrewmichael38,"It&#39;s no wonder that Wicked didn&#39;t go off the deep end. It was produced by Universal. Out of all the major Hollywood studios, they have been the least woke in recent years.",0,2024-11-23T15:35:49Z
@jmace2424,"<a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=4491"">1:14:51</a> Birth of a Nation was the first movie to be screened at the White House.",0,2024-11-23T15:35:38Z
@scrooge6926,Metatron! Finally,0,2024-11-23T15:30:00Z
@jmace2424,"Oliver Reed died before finishing his scenes for the movie, so they took the scene where he is sending Maximus out and turns toward the window and use it for when Commodus’ goons come from him. It’s really subtle and it works but once you see it you can’t unsee it. 🤣",0,2024-11-23T15:29:23Z
@taglor,"It&#39;s so much better without Az shouting over people and looking for attention. Metatron brought more measured, academic and insightful comments into this video than the white noise Az has shouted the last couple of years. Not trying to start a popularity contest. I can only say that I enjoyed this video so much more and will check in again if it is like this.",0,2024-11-23T15:11:20Z
@cyberpunkcomplex629,Metatron Awesome,0,2024-11-23T15:09:39Z
@DarthDainese,"Raycon are shit, my beats wireless headphones have better quality",0,2024-11-23T15:09:33Z
@Imagenation08,"The Roman civilization is a very fascinating world to explore, and fertile ground for epic storytelling. I really hope Gladiator 2 doesn&#39;t spoil future attempts to return to the subject for the near future - it deserves to be explored again, but in the hands of more passionate, creative, and competent artists!",0,2024-11-23T15:09:05Z
@vanessalore9942,"My daughter gave my husband tickets to Wicked for our Anniversary, and we saw it in San Francisco. I was so glad it was great. As a girl who loves both theatre and Sci Fi, I still agree with Ryan about making something for your target audience. But Wicked is up there with Phantom of the Opera, imo. I won’t be surprised if it hits a billion",0,2024-11-23T15:06:49Z
@hobomaster6237,"no Alien talk Metatron, wtffffff",0,2024-11-23T14:56:33Z
@jmace2424,Gladiator is such an underrated movie.,0,2024-11-23T14:56:25Z
@wolf2532,lol from jaguar to cougar,0,2024-11-23T14:47:55Z
@shirleydanby4123,"Omg, omg how excited am I you have Metatron and critical drinker. So bummed I was working last night and couldn&#39;t watch live. My passions collide, culture, film and history. Fab job FNT!!! Hail! 😘",0,2024-11-23T14:44:20Z
@bedachou,"If Jude Law was being held hostage by his agent, I wouldn&#39;t be surprised.",0,2024-11-23T14:37:48Z
@taglor,"Hmm I wonder if Radcliffe and the other thankless professional pretenders were offered their roles   today (and they hadn&#39;t already had a career thanks to Rowling) whether they would let their virtue signalling, peer pressure, plastic morals stand in the way of fame and fortune?",0,2024-11-23T14:14:51Z
@hobomaster6237,garry you gott get Metatron on FF,0,2024-11-23T14:13:44Z
@thedosiusdreamtwister1546,My wife caught me watching that Jaguar ad and asked me &quot;What the hell is this?&quot;<br><br>THERE&#39;S NO CARS IN YOUR CAR COMMERCIAL!,0,2024-11-23T14:11:52Z
@hobomaster6237,"now do the chicks have to ne here so cringe , jk , (but not really)",0,2024-11-23T14:02:23Z
@hobomaster6237,"Metatron finely , he&#39;s awesome , fantastic history vids",0,2024-11-23T13:59:59Z
@carlettoburacco9235,"One thing is to make a great movie set in historical events, not following them to the letter but creating a compelling/possible/logical story and characters with a personality and a sense.<br>It&#39;s another thing to try to make a copy with the same premises, the same story, with facts/scenes that don&#39;t make sense and characters that, not only don&#39;t correspond to the historical ones, but that act without logic and without a defined personality.<br>Money spent on scenarios and CGI doesn&#39;t make a good movie.",0,2024-11-23T13:56:33Z
@tylermckinney2041,"<a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=1576"">26:16</a><br>Holy $h!t that would be terrible optics. Lol",0,2024-11-23T13:54:41Z
@GreenManXY,Thanks!,0,2024-11-23T13:45:33Z
@Rhod-wg7yt,This podcast is utter trash and why can&#39;t i blocked this rubbish channel?,0,2024-11-23T13:42:23Z
@manoz6194,"When Drinker spoke at <a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=1026"">17:06</a> it reminded of this excerpt from one of my favourite books published 1943<br><br>&quot;Any free spirit that did not want to affirm the herd or even dared the attempt to break out of the herd and to lead its own life outside the herded and emotionally deformed, but also mentally stupid  mass, was threatened and warned and driven back into the herd. The supreme shepherd( of the church herd) had a huge number of dogs who laid in wait in order to frighten any careless little lamb with barks and bites.<br>Let us just look at the Dominicans - Domini canes - the Lord’s dogs! These very bloodthirsty canes have for centuries practiced a terrible psychological terror by means of heretic-hunter and heresy courts. Researchers and thinkers, poets and artists, life-affirming, aggressive men and motherly women became the victims of the domini canes, who intervened at the wave of the shepherd.<br>The supreme shepherd had - corresponding to his shepherd thinking - given himself the task of taming mankind!&quot;",0,2024-11-23T13:42:22Z
@colinr0380,"@<a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=580"">9:40</a> Drinker going full tipples!",0,2024-11-23T13:20:18Z
@tylermckinney2041,"<a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=295"">4:55</a> <br>I didn&#39;t realize that the critical drinker was so jacked",0,2024-11-23T13:19:35Z
@humbleopulence,"I havent seen Gladiator II, but to be fair, Rome did have Newspapers up to the 3rd century, called the Actia Diurna. From the sound of it, thats not what the film did, but its dair to mention",0,2024-11-23T13:02:44Z
@Mrfox2025,Amazing podcast ladies and gents…I work in my car everyday and get to listen people who think with common sense instead of head up own arse…cheers from Massachusetts…There red in Mass around a lot of sheep,0,2024-11-23T12:38:12Z
@Isaiah55_6,These guys always denying God. Watch Answers in Genesis.,0,2024-11-23T12:29:18Z
@2tone209,AY UP GAZZA,0,2024-11-23T12:16:12Z
@TheRavenShadowsWolf,"To Metatron&#39;s point about the English Poetry; The England back then was also not the same as the England we know today. Their writings may have differed; their dialects and meanings for certain words definitely would have. There were the picts. The normans, the saxxons. There were a lot of different tribal factions that eventually BECAME England, and as much as it does break immersion when you&#39;re aware that Roman culture would&#39;ve known fuck all of England&#39;s language to be able to include it anywhere; it&#39;s worse to think they more used a MODERN version of English that wouldn&#39;t necessarily have existed (or wouldn&#39;t have been as refined) back than as ours is today.",0,2024-11-23T12:15:39Z
@nicoleackerman205,I first I thought I got and ad for that stupid Jaguar car.,0,2024-11-23T12:08:56Z
@brandonspears6996,"Speaking of Fred and George, apparently they have a cooking or bake show",0,2024-11-23T10:53:24Z
@GrimJRS,Mother teresa was evil and let people suffer in the name of faith.,0,2024-11-23T10:45:33Z
@jeronimo196,"As a member of the international public - we used to watch hollywood comedies and parodies with subtitles.<br><br>Now I don&#39;t need subtitles, but there are no more hollywood comedies...",0,2024-11-23T10:42:46Z
@thekyuwa,Metatron ❤,0,2024-11-23T10:26:49Z
@ashleydavies117,Necroscope novel series hasn&#39;t been adapted as far as I know,0,2024-11-23T10:23:28Z
@Digital_Necromancer,"Men love history because we are builders of society and have an interest in ancient builders of their society, women only like history because big buff men make them wet.",0,2024-11-23T10:21:04Z
@SolusWhite,"I say we start running fantasy films through ai to race swap all non white characters... if there&#39;s backlash, we show them all the times they&#39;ve race swapped... sick of this crap.",0,2024-11-23T10:19:41Z
@planetmilkshake,"I never saw Wicked the musical because I read the books and I hated them so much that I couldn&#39;t stomach any more of the characters.  I read the first two, I hoped the second one would make it better, I really wanted to like it but hated it. Certainly wont be seeing the movie!",0,2024-11-23T09:31:10Z
@mjmellan,"I can&#39;t believe no one has seen (those about to die) a roman epic peacock tv series on Amazon video, it&#39;s as good as the eaerly game of thrones, it has anthony hopkins, ramsey bolton and many more, its absolutely brilliant...",0,2024-11-23T09:30:00Z
@VJ_The_Vigilant_Guitarist,With all the franchises being destroyed these days. Ridley Scott was like &quot;If anyone is going to ruin my franchises it&#39;s going to be ME!!&quot;,0,2024-11-23T09:24:28Z
